acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0.0231,https://api.spotify.com/v1/audio-analysis/6De0lHrwBfPfrhorm9q1Xl,0.744,205715,0.804,6De0lHrwBfPfrhorm9q1Xl,0.0,1,0.0494,-6.327,1,0.0677,104.823,4,https://api.spotify.com/v1/tracks/6De0lHrwBfPfrhorm9q1Xl,audio_features,spotify:track:6De0lHrwBfPfrhorm9q1Xl,0.426
0.0175,https://api.spotify.com/v1/audio-analysis/31OalS33tuRg9IYIh2PlTC,0.911,275498,0.459,31OalS33tuRg9IYIh2PlTC,0.0,1,0.224,-8.394,0,0.368,149.968,4,https://api.spotify.com/v1/tracks/31OalS33tuRg9IYIh2PlTC,audio_features,spotify:track:31OalS33tuRg9IYIh2PlTC,0.502
0.279,https://api.spotify.com/v1/audio-analysis/1JupdHkhDzE4XtrFFe9w6o,0.655,178840,0.785,1JupdHkhDzE4XtrFFe9w6o,0.0,8,0.116,-4.022,1,0.0697,171.969,4,https://api.spotify.com/v1/tracks/1JupdHkhDzE4XtrFFe9w6o,audio_features,spotify:track:1JupdHkhDzE4XtrFFe9w6o,0.933
0.0252,https://api.spotify.com/v1/audio-analysis/25C5CowdsfXld2jJanbiex,0.701,203760,0.638,25C5CowdsfXld2jJanbiex,0.0,11,0.256,-6.889,0,0.238,144.084,4,https://api.spotify.com/v1/tracks/25C5CowdsfXld2jJanbiex,audio_features,spotify:track:25C5CowdsfXld2jJanbiex,0.868
0.00274,https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0,0.756,209333,0.682,2ekn2ttSfGqwhhate0LSR0,8.85e-06,9,0.147,-6.577,0,0.0753,116.008,4,https://api.spotify.com/v1/tracks/2ekn2ttSfGqwhhate0LSR0,audio_features,spotify:track:2ekn2ttSfGqwhhate0LSR0,0.589
0.79,https://api.spotify.com/v1/audio-analysis/4k2ix82xyGax7S8u6ODb6B,0.559,320720,0.578,4k2ix82xyGax7S8u6ODb6B,0.000522,8,0.324,-9.54,1,0.151,79.938,4,https://api.spotify.com/v1/tracks/4k2ix82xyGax7S8u6ODb6B,audio_features,spotify:track:4k2ix82xyGax7S8u6ODb6B,0.239
0.0204,https://api.spotify.com/v1/audio-analysis/0XLOf9LhyazPX9Ld8jPiUq,0.708,186113,0.61,0XLOf9LhyazPX9Ld8jPiUq,4.45e-06,2,0.0641,-4.522,1,0.0574,123.038,4,https://api.spotify.com/v1/tracks/0XLOf9LhyazPX9Ld8jPiUq,audio_features,spotify:track:0XLOf9LhyazPX9Ld8jPiUq,0.305
0.0148,https://api.spotify.com/v1/audio-analysis/35dgKHT2TLjpXAIFUPlGv2,0.763,260672,0.573,35dgKHT2TLjpXAIFUPlGv2,9.93e-06,1,0.189,-8.652,1,0.148,134.974,4,https://api.spotify.com/v1/tracks/35dgKHT2TLjpXAIFUPlGv2,audio_features,spotify:track:35dgKHT2TLjpXAIFUPlGv2,0.139
0.118,https://api.spotify.com/v1/audio-analysis/2Ny6TS3vPVwx5PlJXXkLUW,0.353,264038,0.592,2Ny6TS3vPVwx5PlJXXkLUW,2.55e-06,9,0.102,-7.3,1,0.0404,175.923,4,https://api.spotify.com/v1/tracks/2Ny6TS3vPVwx5PlJXXkLUW,audio_features,spotify:track:2Ny6TS3vPVwx5PlJXXkLUW,0.174
0.0235,https://api.spotify.com/v1/audio-analysis/1vVNlXi8gf8tZ7OhnEs4VE,0.516,226790,0.792,1vVNlXi8gf8tZ7OhnEs4VE,0.0,1,0.404,-5.38,0,0.216,121.189,5,https://api.spotify.com/v1/tracks/1vVNlXi8gf8tZ7OhnEs4VE,audio_features,spotify:track:1vVNlXi8gf8tZ7OhnEs4VE,0.524
0.0164,https://api.spotify.com/v1/audio-analysis/6uJwPeBGb3swi85TSr9iIz,0.626,276907,0.822,6uJwPeBGb3swi85TSr9iIz,0.000296,6,0.139,-5.501,1,0.0434,97.003,4,https://api.spotify.com/v1/tracks/6uJwPeBGb3swi85TSr9iIz,audio_features,spotify:track:6uJwPeBGb3swi85TSr9iIz,0.374
0.0438,https://api.spotify.com/v1/audio-analysis/5wIeuNURiubue1VTcglU57,0.743,196360,0.765,5wIeuNURiubue1VTcglU57,0.0416,5,0.667,-3.586,0,0.0389,114.991,4,https://api.spotify.com/v1/tracks/5wIeuNURiubue1VTcglU57,audio_features,spotify:track:5wIeuNURiubue1VTcglU57,0.338
0.183,https://api.spotify.com/v1/audio-analysis/7aF09WaavZAmAWuUeYxlYD,0.593,201257,0.868,7aF09WaavZAmAWuUeYxlYD,0.0,1,0.365,-3.573,0,0.295,104.988,4,https://api.spotify.com/v1/tracks/7aF09WaavZAmAWuUeYxlYD,audio_features,spotify:track:7aF09WaavZAmAWuUeYxlYD,0.496
0.0964,https://api.spotify.com/v1/audio-analysis/7MUNNBJKYo3cdokp06wEOB,0.728,214853,0.673,7MUNNBJKYo3cdokp06wEOB,6.94e-06,5,0.0695,-5.766,1,0.0318,127.995,4,https://api.spotify.com/v1/tracks/7MUNNBJKYo3cdokp06wEOB,audio_features,spotify:track:7MUNNBJKYo3cdokp06wEOB,0.489
0.0375,https://api.spotify.com/v1/audio-analysis/58wSQNRC9QE70EkDF2BEtm,0.784,221837,0.494,58wSQNRC9QE70EkDF2BEtm,0.0,0,0.102,-5.76,1,0.0409,111.979,4,https://api.spotify.com/v1/tracks/58wSQNRC9QE70EkDF2BEtm,audio_features,spotify:track:58wSQNRC9QE70EkDF2BEtm,0.175
0.0201,https://api.spotify.com/v1/audio-analysis/0rlFL6bxIWcCn9gk9GExFA,0.482,182834,0.477,0rlFL6bxIWcCn9gk9GExFA,0.0,10,0.251,-8.444,0,0.0503,117.85,5,https://api.spotify.com/v1/tracks/0rlFL6bxIWcCn9gk9GExFA,audio_features,spotify:track:0rlFL6bxIWcCn9gk9GExFA,0.379
0.000199,https://api.spotify.com/v1/audio-analysis/3LRddJIw2ymm1CHIO9xlkC,0.466,196117,0.666,3LRddJIw2ymm1CHIO9xlkC,0.0195,1,0.0803,-6.77,1,0.169,113.935,5,https://api.spotify.com/v1/tracks/3LRddJIw2ymm1CHIO9xlkC,audio_features,spotify:track:3LRddJIw2ymm1CHIO9xlkC,0.337
0.0775,https://api.spotify.com/v1/audio-analysis/6SRnVRobwLtovI4JEWejDv,0.588,238450,0.708,6SRnVRobwLtovI4JEWejDv,0.000645,4,0.126,-4.054,1,0.042,127.961,4,https://api.spotify.com/v1/tracks/6SRnVRobwLtovI4JEWejDv,audio_features,spotify:track:6SRnVRobwLtovI4JEWejDv,0.22
0.406,https://api.spotify.com/v1/audio-analysis/095XMpnufdWcJUWpO37EXh,0.673,215080,0.396,095XMpnufdWcJUWpO37EXh,0.00255,9,0.123,-8.545,0,0.108,170.176,4,https://api.spotify.com/v1/tracks/095XMpnufdWcJUWpO37EXh,audio_features,spotify:track:095XMpnufdWcJUWpO37EXh,0.136
0.117,https://api.spotify.com/v1/audio-analysis/14aqr8yZODpQyuqhSxLMTV,0.638,243147,0.738,14aqr8yZODpQyuqhSxLMTV,0.000384,6,0.689,-4.976,0,0.0292,97.021,4,https://api.spotify.com/v1/tracks/14aqr8yZODpQyuqhSxLMTV,audio_features,spotify:track:14aqr8yZODpQyuqhSxLMTV,0.657
0.0862,https://api.spotify.com/v1/audio-analysis/67E9IHri5jH7kMtZegTtCE,0.722,209333,0.63,67E9IHri5jH7kMtZegTtCE,0.0,4,0.106,-7.289,0,0.0434,111.985,4,https://api.spotify.com/v1/tracks/67E9IHri5jH7kMtZegTtCE,audio_features,spotify:track:67E9IHri5jH7kMtZegTtCE,0.479
0.0952,https://api.spotify.com/v1/audio-analysis/4QeBlVCl2KzUEcQZiuskRd,0.893,244120,0.51,4QeBlVCl2KzUEcQZiuskRd,0.0,8,0.104,-6.759,1,0.215,133.959,4,https://api.spotify.com/v1/tracks/4QeBlVCl2KzUEcQZiuskRd,audio_features,spotify:track:4QeBlVCl2KzUEcQZiuskRd,0.318
0.018,https://api.spotify.com/v1/audio-analysis/5JwLhFNrXw49pn3HQqu02G,0.761,260672,0.576,5JwLhFNrXw49pn3HQqu02G,7.54e-06,1,0.191,-8.691,1,0.145,134.981,4,https://api.spotify.com/v1/tracks/5JwLhFNrXw49pn3HQqu02G,audio_features,spotify:track:5JwLhFNrXw49pn3HQqu02G,0.13
0.105,https://api.spotify.com/v1/audio-analysis/4GEQd6D1NeNjpf0pbOgJSO,0.742,181615,0.791,4GEQd6D1NeNjpf0pbOgJSO,0.0,11,0.0533,-4.277,0,0.0479,104.059,4,https://api.spotify.com/v1/tracks/4GEQd6D1NeNjpf0pbOgJSO,audio_features,spotify:track:4GEQd6D1NeNjpf0pbOgJSO,0.534
0.122,https://api.spotify.com/v1/audio-analysis/3I7krC8kr0gFR7P6vInR1I,0.549,234306,0.751,3I7krC8kr0gFR7P6vInR1I,0.0,9,0.208,-5.423,1,0.0299,89.953,4,https://api.spotify.com/v1/tracks/3I7krC8kr0gFR7P6vInR1I,audio_features,spotify:track:3I7krC8kr0gFR7P6vInR1I,0.493
0.0323,https://api.spotify.com/v1/audio-analysis/3HVr6jTVwBHBa2flM0eURR,0.731,220454,0.794,3HVr6jTVwBHBa2flM0eURR,2.59e-05,0,0.112,-5.126,0,0.0522,139.994,4,https://api.spotify.com/v1/tracks/3HVr6jTVwBHBa2flM0eURR,audio_features,spotify:track:3HVr6jTVwBHBa2flM0eURR,0.356
0.0152,https://api.spotify.com/v1/audio-analysis/4JAyIDXOqNM6qHuZML01uX,0.699,186175,0.614,4JAyIDXOqNM6qHuZML01uX,5.22e-06,2,0.0734,-4.57,1,0.0521,122.99,4,https://api.spotify.com/v1/tracks/4JAyIDXOqNM6qHuZML01uX,audio_features,spotify:track:4JAyIDXOqNM6qHuZML01uX,0.275
0.214,https://api.spotify.com/v1/audio-analysis/3RXkboS74UYzN14xTqzPyY,0.543,194978,0.661,3RXkboS74UYzN14xTqzPyY,0.0,8,0.241,-5.855,0,0.0538,144.967,4,https://api.spotify.com/v1/tracks/3RXkboS74UYzN14xTqzPyY,audio_features,spotify:track:3RXkboS74UYzN14xTqzPyY,0.556
0.191,https://api.spotify.com/v1/audio-analysis/3eFJqPe8VUYrABbFjSauuj,0.948,214700,0.405,3eFJqPe8VUYrABbFjSauuj,0.0,1,0.0804,-6.516,1,0.0795,121.021,4,https://api.spotify.com/v1/tracks/3eFJqPe8VUYrABbFjSauuj,audio_features,spotify:track:3eFJqPe8VUYrABbFjSauuj,0.728
0.0113,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,0.553,219000,0.9,60a0Rd6pjrkxjPbaKzXjfq,0.0,3,0.322,-4.556,0,0.0584,105.213,4,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,audio_features,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,0.398
0.0046,https://api.spotify.com/v1/audio-analysis/2nLtzopw4rPReszdYBJU6h,0.496,185587,0.863,2nLtzopw4rPReszdYBJU6h,0.0,9,0.639,-4.153,1,0.0381,110.018,4,https://api.spotify.com/v1/tracks/2nLtzopw4rPReszdYBJU6h,audio_features,spotify:track:2nLtzopw4rPReszdYBJU6h,0.243
0.105,https://api.spotify.com/v1/audio-analysis/3bVbQvGVIe4n24AzyXovXh,0.644,220839,0.531,3bVbQvGVIe4n24AzyXovXh,0.0,0,0.0838,-6.591,1,0.0673,100.028,4,https://api.spotify.com/v1/tracks/3bVbQvGVIe4n24AzyXovXh,audio_features,spotify:track:3bVbQvGVIe4n24AzyXovXh,0.524
0.0141,https://api.spotify.com/v1/audio-analysis/4kfm1uI9QGaoN9qm6CkAMn,0.623,205613,0.93,4kfm1uI9QGaoN9qm6CkAMn,1.64e-06,5,0.138,-5.285,1,0.0324,120.119,4,https://api.spotify.com/v1/tracks/4kfm1uI9QGaoN9qm6CkAMn,audio_features,spotify:track:4kfm1uI9QGaoN9qm6CkAMn,0.287
0.0014,https://api.spotify.com/v1/audio-analysis/3K4HG9evC7dg3N0R9cYqk4,0.492,157333,0.969,3K4HG9evC7dg3N0R9cYqk4,1.32e-06,9,0.0787,-4.419,1,0.0491,95.136,4,https://api.spotify.com/v1/tracks/3K4HG9evC7dg3N0R9cYqk4,audio_features,spotify:track:3K4HG9evC7dg3N0R9cYqk4,0.538
0.0603,https://api.spotify.com/v1/audio-analysis/5sNESr6pQfIhL3krM8CtZn,0.687,205733,0.793,5sNESr6pQfIhL3krM8CtZn,0.0,2,0.582,-4.254,1,0.166,107.045,4,https://api.spotify.com/v1/tracks/5sNESr6pQfIhL3krM8CtZn,audio_features,spotify:track:5sNESr6pQfIhL3krM8CtZn,0.751
0.00022,https://api.spotify.com/v1/audio-analysis/1Vej0qeQ3ioKwpI6FUbRv1,0.524,184867,0.939,1Vej0qeQ3ioKwpI6FUbRv1,0.0,9,0.623,-3.994,1,0.113,150.184,4,https://api.spotify.com/v1/tracks/1Vej0qeQ3ioKwpI6FUbRv1,audio_features,spotify:track:1Vej0qeQ3ioKwpI6FUbRv1,0.661
0.0564,https://api.spotify.com/v1/audio-analysis/57BrRMwf9LrcmuOsyGilwr,0.58,210773,0.716,57BrRMwf9LrcmuOsyGilwr,3.82e-06,4,0.396,-5.201,1,0.034,105.084,4,https://api.spotify.com/v1/tracks/57BrRMwf9LrcmuOsyGilwr,audio_features,spotify:track:57BrRMwf9LrcmuOsyGilwr,0.3
0.00038,https://api.spotify.com/v1/audio-analysis/3agtg0x11wPvLIWkYR39nZ,0.451,213933,0.951,3agtg0x11wPvLIWkYR39nZ,2.39e-06,1,0.261,-3.754,1,0.0645,162.065,4,https://api.spotify.com/v1/tracks/3agtg0x11wPvLIWkYR39nZ,audio_features,spotify:track:3agtg0x11wPvLIWkYR39nZ,0.442
0.0747,https://api.spotify.com/v1/audio-analysis/3qmvK8QARSPkFTuKeIXSbs,0.542,164760,0.932,3qmvK8QARSPkFTuKeIXSbs,0.0,4,0.613,-4.896,1,0.05,140.135,4,https://api.spotify.com/v1/tracks/3qmvK8QARSPkFTuKeIXSbs,audio_features,spotify:track:3qmvK8QARSPkFTuKeIXSbs,0.698
0.111,https://api.spotify.com/v1/audio-analysis/4Yf5bqU3NK4kNOypcrLYwU,0.554,162600,0.978,4Yf5bqU3NK4kNOypcrLYwU,0.0,4,0.0731,-3.554,1,0.131,135.095,4,https://api.spotify.com/v1/tracks/4Yf5bqU3NK4kNOypcrLYwU,audio_features,spotify:track:4Yf5bqU3NK4kNOypcrLYwU,0.594
0.0672,https://api.spotify.com/v1/audio-analysis/2771LMNxwf62FTAdpJMQfM,0.929,223962,0.723,2771LMNxwf62FTAdpJMQfM,0.0,11,0.346,-5.792,0,0.109,125.022,4,https://api.spotify.com/v1/tracks/2771LMNxwf62FTAdpJMQfM,audio_features,spotify:track:2771LMNxwf62FTAdpJMQfM,0.458
0.337,https://api.spotify.com/v1/audio-analysis/21yRtB6B8EMounImAfHRCP,0.706,205093,0.485,21yRtB6B8EMounImAfHRCP,0.0,8,0.122,-9.671,1,0.331,115.414,4,https://api.spotify.com/v1/tracks/21yRtB6B8EMounImAfHRCP,audio_features,spotify:track:21yRtB6B8EMounImAfHRCP,0.144
0.371,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,0.558,180387,0.559,7KA4W4McWYRpgf0fWsJZWB,7.49e-06,6,0.109,-9.222,1,0.0959,78.558,4,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,audio_features,spotify:track:7KA4W4McWYRpgf0fWsJZWB,0.62
0.118,https://api.spotify.com/v1/audio-analysis/33i3xxHB4YSYGYbtJrwwO8,0.734,194080,0.671,33i3xxHB4YSYGYbtJrwwO8,0.00317,1,0.352,-7.107,1,0.0315,94.025,4,https://api.spotify.com/v1/tracks/33i3xxHB4YSYGYbtJrwwO8,audio_features,spotify:track:33i3xxHB4YSYGYbtJrwwO8,0.113
0.0539,https://api.spotify.com/v1/audio-analysis/430qNtapCS3Ue1yoSql1oV,0.549,206267,0.725,430qNtapCS3Ue1yoSql1oV,3.52e-05,1,0.148,-7.239,1,0.397,108.822,4,https://api.spotify.com/v1/tracks/430qNtapCS3Ue1yoSql1oV,audio_features,spotify:track:430qNtapCS3Ue1yoSql1oV,0.547
0.71,https://api.spotify.com/v1/audio-analysis/6KuXb26rHuRy3ZDse1VRmx,0.686,194933,0.429,6KuXb26rHuRy3ZDse1VRmx,3.41e-06,8,0.166,-10.402,0,0.15,130.09,4,https://api.spotify.com/v1/tracks/6KuXb26rHuRy3ZDse1VRmx,audio_features,spotify:track:6KuXb26rHuRy3ZDse1VRmx,0.27
0.0162,https://api.spotify.com/v1/audio-analysis/0T8qHE4gQPf8g9KjvjNmDq,0.746,260672,0.576,0T8qHE4gQPf8g9KjvjNmDq,1.13e-05,1,0.19,-8.64,1,0.153,134.944,4,https://api.spotify.com/v1/tracks/0T8qHE4gQPf8g9KjvjNmDq,audio_features,spotify:track:0T8qHE4gQPf8g9KjvjNmDq,0.124
0.207,https://api.spotify.com/v1/audio-analysis/7F9vK8hNFMml4GtHsaXui6,0.683,190428,0.53,7F9vK8hNFMml4GtHsaXui6,0.0,5,0.394,-4.918,0,0.142,75.016,4,https://api.spotify.com/v1/tracks/7F9vK8hNFMml4GtHsaXui6,audio_features,spotify:track:7F9vK8hNFMml4GtHsaXui6,0.645
0.79,https://api.spotify.com/v1/audio-analysis/5WNYg3usc6H8N3MBEp4zVk,0.559,320720,0.578,5WNYg3usc6H8N3MBEp4zVk,0.000522,8,0.324,-9.54,1,0.151,79.938,4,https://api.spotify.com/v1/tracks/5WNYg3usc6H8N3MBEp4zVk,audio_features,spotify:track:5WNYg3usc6H8N3MBEp4zVk,0.239
0.0456,https://api.spotify.com/v1/audio-analysis/4bEcoz1OcfMgUbp2ft8ieQ,0.48,255653,0.61,4bEcoz1OcfMgUbp2ft8ieQ,0.0,0,0.313,-7.042,1,0.305,90.034,4,https://api.spotify.com/v1/tracks/4bEcoz1OcfMgUbp2ft8ieQ,audio_features,spotify:track:4bEcoz1OcfMgUbp2ft8ieQ,0.297
0.959,https://api.spotify.com/v1/audio-analysis/4KgTrzmfiWNcVneh2Dd1Ou,0.552,36160,0.415,4KgTrzmfiWNcVneh2Dd1Ou,0.000239,3,0.164,-11.996,1,0.0451,72.862,4,https://api.spotify.com/v1/tracks/4KgTrzmfiWNcVneh2Dd1Ou,audio_features,spotify:track:4KgTrzmfiWNcVneh2Dd1Ou,0.36
0.51,https://api.spotify.com/v1/audio-analysis/5SxlUF7J8tyFIEF22EomeP,0.543,237000,0.572,5SxlUF7J8tyFIEF22EomeP,7.23e-06,11,0.28,-8.974,1,0.338,89.386,4,https://api.spotify.com/v1/tracks/5SxlUF7J8tyFIEF22EomeP,audio_features,spotify:track:5SxlUF7J8tyFIEF22EomeP,0.569
0.904,https://api.spotify.com/v1/audio-analysis/3xXBsjrbG1xQIm1xv1cKOt,0.593,255067,0.2,3xXBsjrbG1xQIm1xv1cKOt,0.0,8,0.0897,-11.063,1,0.0311,83.966,4,https://api.spotify.com/v1/tracks/3xXBsjrbG1xQIm1xv1cKOt,audio_features,spotify:track:3xXBsjrbG1xQIm1xv1cKOt,0.17
0.381,https://api.spotify.com/v1/audio-analysis/6ACiYjq5Q7e6BlhZEHz7cd,0.423,223947,0.456,6ACiYjq5Q7e6BlhZEHz7cd,0.016,2,0.12,-8.45,0,0.0579,112.984,4,https://api.spotify.com/v1/tracks/6ACiYjq5Q7e6BlhZEHz7cd,audio_features,spotify:track:6ACiYjq5Q7e6BlhZEHz7cd,0.148
0.106,https://api.spotify.com/v1/audio-analysis/650OeHTLxZAQmb4aEbGmaA,0.697,211413,0.84,650OeHTLxZAQmb4aEbGmaA,0.0,9,0.748,-4.602,0,0.054,128.034,4,https://api.spotify.com/v1/tracks/650OeHTLxZAQmb4aEbGmaA,audio_features,spotify:track:650OeHTLxZAQmb4aEbGmaA,0.452
0.0717,https://api.spotify.com/v1/audio-analysis/2tuPBPax5DPwNAMVbHa4fW,0.68,265373,0.552,2tuPBPax5DPwNAMVbHa4fW,0.000106,5,0.462,-8.363,0,0.261,163.163,4,https://api.spotify.com/v1/tracks/2tuPBPax5DPwNAMVbHa4fW,audio_features,spotify:track:2tuPBPax5DPwNAMVbHa4fW,0.294
0.841,https://api.spotify.com/v1/audio-analysis/3O7p9Itz8PXUoAjD2vmuM6,0.493,253532,0.426,3O7p9Itz8PXUoAjD2vmuM6,0.0003,5,0.0912,-8.368,1,0.032,122.654,4,https://api.spotify.com/v1/tracks/3O7p9Itz8PXUoAjD2vmuM6,audio_features,spotify:track:3O7p9Itz8PXUoAjD2vmuM6,0.158
0.588,https://api.spotify.com/v1/audio-analysis/0mt02gJ425Xjm7c3jYkOBn,0.506,264066,0.668,0mt02gJ425Xjm7c3jYkOBn,0.002,0,0.364,-8.654,0,0.0582,99.982,4,https://api.spotify.com/v1/tracks/0mt02gJ425Xjm7c3jYkOBn,audio_features,spotify:track:0mt02gJ425Xjm7c3jYkOBn,0.285
0.108,https://api.spotify.com/v1/audio-analysis/6n8TMVyFKoUmDc4apxceRD,0.579,196907,0.849,6n8TMVyFKoUmDc4apxceRD,0.0,4,0.0909,-5.218,0,0.0303,100.021,4,https://api.spotify.com/v1/tracks/6n8TMVyFKoUmDc4apxceRD,audio_features,spotify:track:6n8TMVyFKoUmDc4apxceRD,0.581
0.034,https://api.spotify.com/v1/audio-analysis/0CYDYDMUwyFYEBMWfbxozX,0.502,180902,0.549,0CYDYDMUwyFYEBMWfbxozX,0.00335,8,0.31,-9.552,0,0.057,124.72,3,https://api.spotify.com/v1/tracks/0CYDYDMUwyFYEBMWfbxozX,audio_features,spotify:track:0CYDYDMUwyFYEBMWfbxozX,0.32
0.554,https://api.spotify.com/v1/audio-analysis/3BbnFRvRRlw3JN56J5ZpUj,0.347,295569,0.401,3BbnFRvRRlw3JN56J5ZpUj,0.0901,7,0.197,-9.13,1,0.0376,143.896,4,https://api.spotify.com/v1/tracks/3BbnFRvRRlw3JN56J5ZpUj,audio_features,spotify:track:3BbnFRvRRlw3JN56J5ZpUj,0.239
0.51,https://api.spotify.com/v1/audio-analysis/1sWiWerHnR6J4LNdFxdywM,0.352,272743,0.378,1sWiWerHnR6J4LNdFxdywM,0.00256,10,0.111,-10.909,1,0.0344,132.678,5,https://api.spotify.com/v1/tracks/1sWiWerHnR6J4LNdFxdywM,audio_features,spotify:track:1sWiWerHnR6J4LNdFxdywM,0.258
0.118,https://api.spotify.com/v1/audio-analysis/03hqMhmCZiNKMSPmVabPLP,0.333,264038,0.595,03hqMhmCZiNKMSPmVabPLP,4.5e-06,9,0.102,-7.31,1,0.0411,176.239,4,https://api.spotify.com/v1/tracks/03hqMhmCZiNKMSPmVabPLP,audio_features,spotify:track:03hqMhmCZiNKMSPmVabPLP,0.19
0.209,https://api.spotify.com/v1/audio-analysis/1yFiaFeSLpw4nDYTeErRZ6,0.509,209307,0.629,1yFiaFeSLpw4nDYTeErRZ6,1.99e-06,0,0.369,-6.434,1,0.0335,80.012,4,https://api.spotify.com/v1/tracks/1yFiaFeSLpw4nDYTeErRZ6,audio_features,spotify:track:1yFiaFeSLpw4nDYTeErRZ6,0.237
0.103,https://api.spotify.com/v1/audio-analysis/39u2PsqrAZpZ0KPx6CjasV,0.401,60000,0.532,39u2PsqrAZpZ0KPx6CjasV,0.0,5,0.478,-11.554,0,0.508,84.777,4,https://api.spotify.com/v1/tracks/39u2PsqrAZpZ0KPx6CjasV,audio_features,spotify:track:39u2PsqrAZpZ0KPx6CjasV,0.413
0.0143,https://api.spotify.com/v1/audio-analysis/7oVEtyuv9NBmnytsCIsY5I,0.585,230253,0.972,7oVEtyuv9NBmnytsCIsY5I,0.0,9,0.0707,-4.45,0,0.0534,110.006,4,https://api.spotify.com/v1/tracks/7oVEtyuv9NBmnytsCIsY5I,audio_features,spotify:track:7oVEtyuv9NBmnytsCIsY5I,0.585
0.354,https://api.spotify.com/v1/audio-analysis/4XDpeWqPADoWRKcUY3dC84,0.547,225347,0.759,4XDpeWqPADoWRKcUY3dC84,2.15e-05,1,0.676,-7.039,0,0.413,91.85,4,https://api.spotify.com/v1/tracks/4XDpeWqPADoWRKcUY3dC84,audio_features,spotify:track:4XDpeWqPADoWRKcUY3dC84,0.575
0.46,https://api.spotify.com/v1/audio-analysis/17J2BpdU8WURN4dVk3D3Tw,0.669,164710,0.47,17J2BpdU8WURN4dVk3D3Tw,0.00179,6,0.0946,-8.686,0,0.043,114.996,4,https://api.spotify.com/v1/tracks/17J2BpdU8WURN4dVk3D3Tw,audio_features,spotify:track:17J2BpdU8WURN4dVk3D3Tw,0.288
0.306,https://api.spotify.com/v1/audio-analysis/0qtK3XwbuG153dmwB8iepL,0.449,224893,0.434,0qtK3XwbuG153dmwB8iepL,2.76e-06,1,0.633,-11.777,1,0.243,78.57,5,https://api.spotify.com/v1/tracks/0qtK3XwbuG153dmwB8iepL,audio_features,spotify:track:0qtK3XwbuG153dmwB8iepL,0.371
0.0546,https://api.spotify.com/v1/audio-analysis/269xqcgGTN9PlivhUkOLhX,0.542,238719,0.69,269xqcgGTN9PlivhUkOLhX,0.0686,2,0.113,-6.367,1,0.102,89.942,4,https://api.spotify.com/v1/tracks/269xqcgGTN9PlivhUkOLhX,audio_features,spotify:track:269xqcgGTN9PlivhUkOLhX,0.319
0.0107,https://api.spotify.com/v1/audio-analysis/3dJj6o9o1fRgrojWjailuz,0.645,225547,0.688,3dJj6o9o1fRgrojWjailuz,0.0,11,0.186,-4.749,1,0.0341,139.957,4,https://api.spotify.com/v1/tracks/3dJj6o9o1fRgrojWjailuz,audio_features,spotify:track:3dJj6o9o1fRgrojWjailuz,0.433
0.0144,https://api.spotify.com/v1/audio-analysis/5rAxhWcgFng3s570sGO2F8,0.603,184640,0.908,5rAxhWcgFng3s570sGO2F8,0.0,11,0.671,-5.254,1,0.184,133.063,4,https://api.spotify.com/v1/tracks/5rAxhWcgFng3s570sGO2F8,audio_features,spotify:track:5rAxhWcgFng3s570sGO2F8,0.457
0.00184,https://api.spotify.com/v1/audio-analysis/7nAfXgeHfDO50upcOjJOaq,0.593,231307,0.712,7nAfXgeHfDO50upcOjJOaq,0.0,2,0.128,-6.325,0,0.0286,124.013,4,https://api.spotify.com/v1/tracks/7nAfXgeHfDO50upcOjJOaq,audio_features,spotify:track:7nAfXgeHfDO50upcOjJOaq,0.473
0.0267,https://api.spotify.com/v1/audio-analysis/5egqKwgK5r5rvGD1LrtR7J,0.582,201547,0.96,5egqKwgK5r5rvGD1LrtR7J,0.0,8,0.28,-5.434,0,0.142,95.094,4,https://api.spotify.com/v1/tracks/5egqKwgK5r5rvGD1LrtR7J,audio_features,spotify:track:5egqKwgK5r5rvGD1LrtR7J,0.447
0.00654,https://api.spotify.com/v1/audio-analysis/2zjEMw9kkROEbAxIXk6Ivp,0.29,289907,0.373,2zjEMw9kkROEbAxIXk6Ivp,0.0242,11,0.106,-7.862,1,0.0313,109.903,4,https://api.spotify.com/v1/tracks/2zjEMw9kkROEbAxIXk6Ivp,audio_features,spotify:track:2zjEMw9kkROEbAxIXk6Ivp,0.0634
0.00227,https://api.spotify.com/v1/audio-analysis/2IjgKCbrk8CtqmsOC5DhVd,0.861,257867,0.715,2IjgKCbrk8CtqmsOC5DhVd,0.0,11,0.144,-4.393,0,0.301,148.971,4,https://api.spotify.com/v1/tracks/2IjgKCbrk8CtqmsOC5DhVd,audio_features,spotify:track:2IjgKCbrk8CtqmsOC5DhVd,0.535
